DateTime,Final Fantasy XIV Player Count,Path of Exile Player Count,Elder Scroll Online Player Count
5/1/2015,5378,7639,2527
5/2/2015,6053,9259,3025
5/3/2015,6605,8717,3231
5/4/2015,6175,7930,2848
5/5/2015,5355,7120,2405
5/6/2015,5173,6731,2225
5/7/2015,5215,6614,2316
5/8/2015,5257,9572,2463
5/9/2015,6008,9714,2955
5/10/2015,6255,9817,2999
5/11/2015,5742,8254,2658
5/12/2015,5536,7863,2379
5/13/2015,5480,7629,2342
5/14/2015,5608,7444,2367
5/15/2015,5503,7634,2394
5/16/2015,6262,8401,2785
5/17/2015,6675,8644,2963
5/18/2015,6215,7406,2587
5/19/2015,5273,7007,2158
5/20/2015,5138,6694,2161
5/21/2015,5012,6721,2080
5/22/2015,4995,7016,2232
5/23/2015,5599,7555,2591
5/24/2015,6259,7947,2756
5/25/2015,6331,7619,2769
5/26/2015,5975,6674,2430
5/27/2015,5375,6417,2108
5/28/2015,5261,6112,2007
5/29/2015,5351,6176,2152
5/30/2015,6223,7021,2520
5/31/2015,6694,7709,2915
6/1/2015,6299,6515,2575
6/2/2015,5541,5950,2382
6/3/2015,5668,5504,2298
6/4/2015,5750,5575,2363
6/5/2015,5722,5633,2329
6/6/2015,6376,6132,2779
6/7/2015,6964,6729,3065
6/8/2015,6490,5893,2789
6/9/2015,5905,5782,2762
6/10/2015,5866,5591,2612
6/11/2015,5734,5384,2575
6/12/2015,5613,5125,2685
6/13/2015,6429,5563,3118
6/14/2015,6953,5904,3351
6/15/2015,6502,5149,3098
6/16/2015,5927,5253,3001
6/17/2015,6318,5154,2852
6/18/2015,6041,5182,2817
6/19/2015,10838,5667,2744
6/20/2015,10967,5992,3076
6/21/2015,11325,6144,3290
6/22/2015,10490,5406,2861
6/23/2015,10598,5297,2750
6/24/2015,10336,5219,2719
6/25/2015,10041,5242,2555
6/26/2015,9887,4966,2597
6/27/2015,10997,5511,3097
6/28/2015,11945,6071,3360
6/29/2015,11415,5321,3301
6/30/2015,9801,4908,3345
7/1/2015,9495,4973,3091
7/2/2015,9280,4819,3005
7/3/2015,9808,4932,3154
7/4/2015,9932,4864,3079
7/5/2015,11131,5587,3540
7/6/2015,10723,5000,3228
7/7/2015,10076,5354,3051
7/8/2015,9791,5308,3003
7/9/2015,9354,5277,2887
7/10/2015,9075,28024,2875
7/11/2015,10074,28916,3114
7/12/2015,11069,32297,3588
7/13/2015,10580,29644,3304
7/14/2015,9202,28567,2947
7/15/2015,9027,27086,2742
7/16/2015,8670,26026,2727
7/17/2015,8481,25507,2715
7/18/2015,9534,27113,3214
7/19/2015,10492,28861,3480
7/20/2015,9665,26445,3163
7/21/2015,9271,24675,2812
7/22/2015,8984,23436,2649
7/23/2015,8794,23743,2641
7/24/2015,8509,22608,3479
7/25/2015,9621,24701,4658
7/26/2015,10404,26639,5959
7/27/2015,9915,23898,5681
7/28/2015,9015,22119,5669
7/29/2015,8561,20573,5201
7/30/2015,8169,20572,4700
7/31/2015,7937,19886,4308
8/1/2015,8946,21207,4621
8/2/2015,9941,23220,5036
8/3/2015,9343,20769,4541
8/4/2015,8809,19619,3872
8/5/2015,8448,18172,3645
8/6/2015,8005,17610,3394
8/7/2015,7865,16862,3362
8/8/2015,8701,18280,3690
8/9/2015,9667,19789,3990
8/10/2015,9018,17952,3575
8/11/2015,8032,16695,3208
8/12/2015,7783,16080,2957
8/13/2015,7689,15593,2789
8/14/2015,7406,14915,2800
8/15/2015,8756,16531,3271
8/16/2015,9430,17559,3545
8/17/2015,8909,15389,3086
8/18/2015,7823,14691,2772
8/19/2015,7544,14018,2643
8/20/2015,7235,13361,2530
8/21/2015,7183,13155,2490
8/22/2015,8393,14576,2834
8/23/2015,8837,15293,3086
8/24/2015,8264,13740,2716
8/25/2015,7596,12265,2436
8/26/2015,7230,11347,2340
8/27/2015,7124,11100,2215
8/28/2015,6985,10252,2242
8/29/2015,7853,10874,2632
8/30/2015,8382,11310,2853
8/31/2015,7764,10092,2816
9/1/2015,6473,8713,3226
9/2/2015,6247,8459,3195
9/3/2015,6198,8878,3574
9/4/2015,6183,8998,3952
9/5/2015,7138,9930,4530
9/6/2015,7572,10490,4698
9/7/2015,7837,10759,4555
9/8/2015,7176,9505,3973
9/9/2015,5895,7876,3142
9/10/2015,5832,7854,2927
9/11/2015,5892,7887,3010
9/12/2015,7066,9199,3464
9/13/2015,7392,9747,3707
9/14/2015,6744,8404,3173
9/15/2015,5889,7534,2723
9/16/2015,5739,7197,2677
9/17/2015,5711,7041,2559
9/18/2015,5756,7082,2594
9/19/2015,6792,8297,3145
9/20/2015,7260,8673,3271
9/21/2015,6586,7207,2824
9/22/2015,5836,6775,2758
9/23/2015,5728,6605,2521
9/24/2015,5632,6501,2365
9/25/2015,5639,6295,2388
9/26/2015,6629,7448,2902
9/27/2015,7204,7652,3002
9/28/2015,6529,6664,2566
9/29/2015,5649,5965,2210
9/30/2015,5462,5558,2130
10/1/2015,5319,5348,2123
10/2/2015,5549,11504,1801
10/3/2015,6575,11513,2717
10/4/2015,6814,11822,2826
10/5/2015,6135,10204,2480
10/6/2015,5656,9309,2396
10/7/2015,5505,9135,2269
10/8/2015,5244,8679,1992
10/9/2015,5326,9426,2199
10/10/2015,6218,10307,2711
10/11/2015,6746,10621,2793
10/12/2015,6052,9619,2473
10/13/2015,5553,8347,2168
10/14/2015,5215,8108,2052
10/15/2015,5206,7697,1938
10/16/2015,5272,7911,2008
10/17/2015,6037,8819,2450
10/18/2015,6648,9186,2279
10/19/2015,5891,7952,2071
10/20/2015,5472,7368,1907
10/21/2015,5323,6931,1872
10/22/2015,5700,6880,1801
10/23/2015,5580,7099,1945
10/24/2015,6501,8000,2450
10/25/2015,7277,8358,2572
10/26/2015,6646,7010,2115
10/27/2015,5886,6629,1946
10/28/2015,5781,6404,1753
10/29/2015,5579,6095,1937
10/30/2015,5601,5883,1930
10/31/2015,6138,6196,2138
11/1/2015,6740,6926,2340
11/2/2015,6199,10088,2590
11/3/2015,5668,8476,2363
11/4/2015,5479,8195,2112
11/5/2015,5473,7920,2066
11/6/2015,5553,8076,2174
11/7/2015,6487,9086,2492
11/8/2015,6250,9392,2584
11/9/2015,3106,7883,2274
11/10/2015,5748,6535,1812
11/11/2015,6441,6445,1737
11/12/2015,6066,6007,1550
11/13/2015,5828,5855,1601
11/14/2015,6768,6848,1917
11/15/2015,7086,7260,2003
11/16/2015,6455,5925,1676
11/17/2015,5364,5695,1565
11/18/2015,5511,5490,1452
11/19/2015,5440,5539,1396
11/20/2015,5637,5757,1539
11/21/2015,6380,7001,1868
11/22/2015,6795,7459,1966
11/23/2015,6060,6284,1632
11/24/2015,5615,6182,1530
11/25/2015,5608,6260,1593
11/26/2015,5308,6014,2102
11/27/2015,5783,6307,2984
11/28/2015,6021,6501,3769
11/29/2015,6403,6831,4462
11/30/2015,5871,5722,3904
12/1/2015,5492,5402,4098
12/2/2015,5419,5295,3926
12/3/2015,5309,5258,3552
12/4/2015,5418,5343,4205
12/5/2015,6194,6072,5898
12/6/2015,6638,6454,6185
12/7/2015,5998,5481,5200
12/8/2015,5492,5235,4395
12/9/2015,5215,4963,3855
12/10/2015,5048,5012,3704
12/11/2015,5231,21455,3709
12/12/2015,6104,21821,4282
12/13/2015,6488,22393,4414
12/14/2015,5862,19825,3694
12/15/2015,5486,18931,3119
12/16/2015,5134,17865,2960
12/17/2015,5324,17800,2816
12/18/2015,5518,17841,2879
12/19/2015,6205,19434,3230
12/20/2015,6622,20537,3465
12/21/2015,6255,18995,3030
12/22/2015,5851,18213,2891
12/23/2015,5706,17409,3879
12/24/2015,5533,16863,4027
12/25/2015,5346,15549,4673
12/26/2015,6053,16984,5662
12/27/2015,6600,18123,6840
12/28/2015,6386,17844,7015
12/29/2015,6340,17471,7224
12/30/2015,6357,17419,7262
12/31/2015,6297,17106,6875
1/1/2016,6964,18364,8103
1/2/2016,7080,18807,8315
1/3/2016,7314,18376,8525
1/4/2016,6856,17014,7800
1/5/2016,6203,15979,6996
1/6/2016,6140,15664,6697
1/7/2016,6046,15616,6183
1/8/2016,6298,16022,6102
1/9/2016,7114,18135,7033
1/10/2016,7551,18202,7085
1/11/2016,6940,16005,5975
1/12/2016,6196,14906,5179
1/13/2016,5869,14159,4541
1/14/2016,5788,13858,4523
1/15/2016,5819,13027,4577
1/16/2016,6653,13911,5469
1/17/2016,7029,14374,5664
1/18/2016,6452,12873,4760
1/19/2016,5885,11318,4086
1/20/2016,5400,10643,3780
1/21/2016,5433,10402,3657
1/22/2016,6566,11068,4024
1/23/2016,8528,12471,4810
1/24/2016,9321,12501,4869
1/25/2016,8486,10806,3978
1/26/2016,7494,9996,3533
1/27/2016,6965,9609,3379
1/28/2016,6764,9591,3179
1/29/2016,6655,10222,3391
1/30/2016,7979,11176,4035
1/31/2016,8549,11697,4355
2/1/2016,7727,9999,3637
2/2/2016,6827,9357,3111
2/3/2016,6616,9216,2928
2/4/2016,6507,8969,2966
2/5/2016,6555,9437,3117
2/6/2016,7607,10215,4101
2/7/2016,7972,10218,4444
2/8/2016,7007,8764,3714
2/9/2016,6216,8295,3598
2/10/2016,5926,8034,3319
2/11/2016,5810,7677,3476
2/12/2016,6427,7959,3876
2/13/2016,7415,9032,4502
2/14/2016,7727,9419,4470
2/15/2016,7027,8341,3916
2/16/2016,6490,7629,3392
2/17/2016,6306,7315,3106
2/18/2016,6096,7180,2967
2/19/2016,6283,7446,3142
2/20/2016,7270,8555,3688
2/21/2016,7828,8981,3977
2/22/2016,7079,7677,3187
2/23/2016,6737,7379,2796
2/24/2016,7855,7026,2824
2/25/2016,7808,7370,2692
2/26/2016,8064,7908,2859
2/27/2016,9187,9242,3416
2/28/2016,9568,9482,3499
2/29/2016,8682,8026,2955
3/1/2016,7745,6947,2577
3/2/2016,7524,6838,2458
3/3/2016,7244,6966,2433
3/4/2016,7326,36997,2579
3/5/2016,8519,35725,3106
3/6/2016,9077,36964,3264
3/7/2016,8187,32238,3507
3/8/2016,7024,27479,3382
3/9/2016,6697,26563,3366
3/10/2016,6655,26199,3276
3/11/2016,6777,26853,3483
3/12/2016,7750,30194,4406
3/13/2016,8367,31946,4880
3/14/2016,7586,27029,4059
3/15/2016,7149,25379,3624
3/16/2016,6933,24466,3406
3/17/2016,6809,23944,3125
3/18/2016,6975,24776,3213
3/19/2016,7754,27284,3788
3/20/2016,8478,28432,4053
3/21/2016,7687,24417,3250
3/22/2016,6969,23117,3051
3/23/2016,6802,23097,2937
3/24/2016,6870,23057,2941
3/25/2016,7091,23913,3293
3/26/2016,7270,23844,3399
3/27/2016,7769,24488,3446
3/28/2016,7485,23701,3219
3/29/2016,6822,20175,2757
3/30/2016,6688,19479,2750
3/31/2016,6398,19246,2698
4/1/2016,6512,19130,2660
4/2/2016,7394,21312,3275
4/3/2016,7916,22249,3409
4/4/2016,7135,19022,2813
4/5/2016,6279,17468,2581
4/6/2016,6188,17069,2167
4/7/2016,6117,16789,2596
4/8/2016,6094,16991,2671
4/9/2016,7130,20029,3289
4/10/2016,7915,20893,3447
4/11/2016,7072,17558,2846
4/12/2016,5722,14817,2232
4/13/2016,5456,14008,2210
4/14/2016,5395,13975,2148
4/15/2016,5415,13974,2224
4/16/2016,6159,15846,2736
4/17/2016,6814,16678,2904
4/18/2016,6116,13802,2339
4/19/2016,5570,13080,2183
4/20/2016,5434,12298,2077
4/21/2016,5450,12648,2096
4/22/2016,5186,12029,2162
4/23/2016,5975,13437,2657
4/24/2016,6655,14230,2970
4/25/2016,5890,12209,2377
4/26/2016,5482,11141,2179
4/27/2016,5277,10314,2143
4/28/2016,5324,10145,2133
4/29/2016,5208,9691,1907
4/30/2016,5913,10585,2779
5/1/2016,6549,11244,2897
5/2/2016,6069,9602,2408
5/3/2016,5281,8398,2098
5/4/2016,5247,8235,2290
5/5/2016,5040,7873,2083
5/6/2016,4844,11046,2093
5/7/2016,5330,10614,2444
5/8/2016,5515,10566,2576
5/9/2016,4913,8932,2122
5/10/2016,5159,8262,2049
5/11/2016,4937,8275,1988
5/12/2016,4881,8225,1955
5/13/2016,4868,8265,2095
5/14/2016,5546,9533,2556
5/15/2016,6194,9845,2810
5/16/2016,5873,8836,2426
5/17/2016,5197,7681,2185
5/18/2016,5071,7069,2064
5/19/2016,4997,6999,1965
5/20/2016,5030,7316,2125
5/21/2016,5609,8066,2474
5/22/2016,6256,8559,2672
5/23/2016,5542,7405,2239
5/24/2016,4807,6354,2011
5/25/2016,4674,6306,1943
5/26/2016,4749,6363,2013
5/27/2016,4962,6146,2098
5/28/2016,5455,6471,2287
5/29/2016,5758,6899,2418
5/30/2016,5919,6596,2411
5/31/2016,5336,5650,3032
6/1/2016,5071,5352,3286
6/2/2016,5023,5381,3205
6/3/2016,5169,25913,3271
6/4/2016,5944,25769,3978
6/5/2016,6494,25622,4717
6/6/2016,5861,22782,4100
6/7/2016,6061,20875,3551
6/8/2016,7065,19850,3410
6/9/2016,6995,19529,3165
6/10/2016,6762,18635,3180
6/11/2016,7567,20988,3570
6/12/2016,7951,21880,3792
6/13/2016,7458,19155,3432
6/14/2016,6945,17845,3362
6/15/2016,6745,16997,3163
6/16/2016,6700,15887,3089
6/17/2016,6679,16568,3163
6/18/2016,7201,18016,3516
6/19/2016,7577,18429,3706
6/20/2016,6898,16190,3501
6/21/2016,6889,15670,3134
6/22/2016,6580,15092,3108
6/23/2016,6404,13941,2858
6/24/2016,6652,13348,3644
6/25/2016,7811,14589,4672
6/26/2016,8599,15921,5565
6/27/2016,8052,14136,5028
6/28/2016,7731,13152,5258
6/29/2016,7344,12707,5070
6/30/2016,7138,11933,5186
7/1/2016,6678,12203,5537
7/2/2016,7990,12502,5960
7/3/2016,8628,13906,6741
7/4/2016,8946,13285,7047
7/5/2016,7977,12125,6415
7/6/2016,7422,11569,5669
7/7/2016,7119,10921,5283
7/8/2016,7020,11051,4960
7/9/2016,7641,11937,5323
7/10/2016,8085,12077,5542
7/11/2016,7602,10943,5036
7/12/2016,6752,10424,4263
7/13/2016,6538,10027,4043
7/14/2016,6377,10008,3779
7/15/2016,6075,9544,3804
7/16/2016,6703,10208,4204
7/17/2016,7283,11012,4479
7/18/2016,6816,9847,4096
7/19/2016,5890,8897,3570
7/20/2016,6096,8703,3419
7/21/2016,6081,8315,3327
7/22/2016,5874,8683,3243
7/23/2016,6478,9256,3762
7/24/2016,6996,9703,3935
7/25/2016,6568,9047,3539
7/26/2016,6742,8413,3207
7/27/2016,6408,8136,3040
7/28/2016,6049,8145,3003
7/29/2016,5913,8203,2921
7/30/2016,6642,8665,3291
7/31/2016,7026,9320,3618
8/1/2016,6728,8593,3828
8/2/2016,5959,7767,3906
8/3/2016,5822,7404,3469
8/4/2016,5557,7005,3478
8/5/2016,5741,6792,3878
8/6/2016,6242,7335,4815
8/7/2016,6635,7888,5828
8/8/2016,6345,7008,6155
8/9/2016,5719,6561,5726
8/10/2016,5432,6423,4953
8/11/2016,5316,6151,4697
8/12/2016,5103,5755,4273
8/13/2016,5729,7350,4672
8/14/2016,6200,7670,4992
8/15/2016,6034,7045,4403
8/16/2016,5275,6573,3832
8/17/2016,5210,6249,3698
8/18/2016,5117,6298,3540
8/19/2016,5062,6668,3489
8/20/2016,5850,7394,4055
8/21/2016,6359,8121,4373
8/22/2016,5862,7369,3721
8/23/2016,5598,6521,3344
8/24/2016,5401,6329,3116
8/25/2016,5256,6462,3030
8/26/2016,5283,6248,3115
8/27/2016,6446,6971,3730
8/28/2016,6789,7437,3993
8/29/2016,6268,6229,3484
8/30/2016,5345,8398,3021
8/31/2016,5307,8275,2984
9/1/2016,5119,7822,2839
9/2/2016,5072,22289,2996
9/3/2016,5877,31112,3471
9/4/2016,6381,33313,3781
9/5/2016,6453,32556,3686
9/6/2016,5842,27446,3211
9/7/2016,5136,27051,2821
9/8/2016,5070,25878,2736
9/9/2016,5159,25587,2865
9/10/2016,6130,29172,3697
9/11/2016,6504,30685,3959
9/12/2016,5899,25509,3395
9/13/2016,5096,24231,2894
9/14/2016,5004,22993,2608
9/15/2016,4889,23196,2818
9/16/2016,4997,23259,2967
9/17/2016,6273,26865,3608
9/18/2016,6797,27630,3920
9/19/2016,6050,22939,3262
9/20/2016,5411,22584,2874
9/21/2016,5364,21639,2750
9/22/2016,5306,20927,2743
9/23/2016,5626,20958,2399
9/24/2016,6621,23901,3532
9/25/2016,7203,25133,3830
9/26/2016,6386,21432,3149
9/27/2016,6209,20142,2696
9/28/2016,7400,20030,2748
9/29/2016,7392,19852,2616
9/30/2016,7431,19518,2751
10/1/2016,8600,22610,3405
10/2/2016,9210,23074,3594
10/3/2016,8634,19668,3055
10/4/2016,7424,19216,2775
10/5/2016,7075,18567,3961
10/6/2016,7048,18349,3722
10/7/2016,7080,18060,3766
10/8/2016,7953,20611,4374
10/9/2016,8513,21414,4658
10/10/2016,7658,19120,4207
10/11/2016,6891,17413,3659
10/12/2016,6688,17383,3511
10/13/2016,6547,16642,3822
10/14/2016,6970,16655,4145
10/15/2016,8250,18801,4892
10/16/2016,8971,19883,5235
10/17/2016,8130,16671,4509
10/18/2016,7504,16099,3942
10/19/2016,7430,16027,4282
10/20/2016,7193,15944,4551
10/21/2016,7119,15445,4411
10/22/2016,8125,17231,5973
10/23/2016,8565,17930,6709
10/24/2016,7948,15057,5748
10/25/2016,7021,14479,5216
10/26/2016,6693,13868,5167
10/27/2016,6517,13602,4745
10/28/2016,6458,13138,4618
10/29/2016,6968,14903,5443
10/30/2016,8036,15299,5768
10/31/2016,7363,12727,4814
11/1/2016,7534,13002,4505
11/2/2016,7253,12951,4425
11/3/2016,6963,12706,4419
11/4/2016,6889,13296,4508
11/5/2016,7833,15125,5453
11/6/2016,8093,15673,5721
11/7/2016,7397,12837,4842
11/8/2016,6681,12718,4231
11/9/2016,6280,11953,4049
11/10/2016,5963,11809,3922
11/11/2016,6740,12717,4542
11/12/2016,7381,14027,5373
11/13/2016,7866,14766,5398
11/14/2016,7126,12377,4588
11/15/2016,6421,11886,4243
11/16/2016,6033,11389,5443
11/17/2016,5852,10707,16002
11/18/2016,5647,11886,20237
11/19/2016,6551,14110,26744
11/20/2016,6408,14484,29352
11/21/2016,5728,11956,22485
11/22/2016,5728,11505,20582
11/23/2016,5576,11525,21602
11/24/2016,5314,11282,21466
11/25/2016,5812,11305,21962
11/26/2016,6193,12023,24049
11/27/2016,6498,11945,25219
11/28/2016,5918,9648,20400
11/29/2016,5044,9558,20115
11/30/2016,4903,9215,18671
12/1/2016,4811,8695,18370
12/2/2016,4918,45376,17233
